order_id,order_date,Full_Name,city,state,zip_code,product_id,product_name,category_name,brand_name,quantity,list_price,discount,Revenue,staff_id,Staff_FullName,store_id,store_name,StoreCity,StoreState,StoreZip
880,5/8/17,Mercy Brown,Hollis,NY,11423,95,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Electra,1,299.99,0.1,299.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
881,5/8/17,Coleman Boyd,El Paso,TX,79930,50,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,1,5999.99,0.2,5999.79,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
881,5/8/17,Coleman Boyd,El Paso,TX,79930,64,Electra Townie Original 7D - 2017,Cruisers Bicycles,Electra,2,489.99,0.05,979.93,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
881,5/8/17,Coleman Boyd,El Paso,TX,79930,67,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,1,250.99,0.1,250.89,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
881,5/8/17,Coleman Boyd,El Paso,TX,79930,98,Electra Straight 8 3i (20-inch) - Boy's - 2017,Children Bicycles,Electra,1,489.99,0.07,489.92,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
882,5/9/17,Edythe Valencia,North Tonawanda,NY,14120,57,Trek Emonda S 5 - 2017,Road Bikes,Trek,2,1999.99,0.07,3999.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
882,5/9/17,Edythe Valencia,North Tonawanda,NY,14120,63,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.07,6999.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
882,5/9/17,Edythe Valencia,North Tonawanda,NY,14120,108,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Sun Bicycles,2,449.99,0.2,899.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
883,5/11/17,Sheree Pena,Staten Island,NY,10301,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.05,2641.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
883,5/11/17,Sheree Pena,Staten Island,NY,10301,44,Haro SR 1.1 - 2017,Mountain Bikes,Haro,1,539.99,0.05,539.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
884,5/11/17,Erlinda Humphrey,New Windsor,NY,12553,10,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.1,1548.9,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
884,5/11/17,Erlinda Humphrey,New Windsor,NY,12553,21,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.05,539.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
884,5/11/17,Erlinda Humphrey,New Windsor,NY,12553,46,Haro SR 1.3 - 2017,Mountain Bikes,Haro,2,1409.99,0.2,2819.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
884,5/11/17,Erlinda Humphrey,New Windsor,NY,12553,49,Trek Domane SL 6 - 2017,Road Bikes,Trek,2,3499.99,0.05,6999.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
884,5/11/17,Erlinda Humphrey,New Windsor,NY,12553,69,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.07,833.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
885,5/13/17,Lorrie Becker,Garland,TX,75043,43,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Trek,1,5299.99,0.1,5299.89,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
885,5/13/17,Lorrie Becker,Garland,TX,75043,106,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.07,449.92,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
886,5/13/17,Delma Bailey,Anaheim,CA,92806,30,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.05,999.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
886,5/13/17,Delma Bailey,Anaheim,CA,92806,47,Trek Remedy 9.8 - 2017,Mountain Bikes,Trek,1,5299.99,0.05,5299.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
887,5/13/17,Chantell Bridges,Buffalo,NY,14215,50,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,2,5999.99,0.05,11999.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
887,5/13/17,Chantell Bridges,Buffalo,NY,14215,70,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Electra,1,659.99,0.1,659.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
888,5/14/17,Garry Juarez,Forest Hills,NY,11375,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.2,1199.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
888,5/14/17,Garry Juarez,Forest Hills,NY,11375,33,Surly Wednesday Frameset - 2017,Mountain Bikes,Surly,2,469.99,0.1,939.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
889,5/14/17,Edmund Gaines,Copperas Cove,TX,76522,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.1,1099.88,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
890,5/15/17,Miriam Baker,Uniondale,NY,11553,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1199.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
890,5/15/17,Miriam Baker,Uniondale,NY,11553,52,Surly Steamroller - 2017,Road Bikes,Surly,1,875.99,0.05,875.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
890,5/15/17,Miriam Baker,Uniondale,NY,11553,65,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,2,346.99,0.1,693.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
890,5/15/17,Miriam Baker,Uniondale,NY,11553,67,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,1,250.99,0.1,250.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
890,5/15/17,Miriam Baker,Uniondale,NY,11553,105,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Sun Bicycles,2,533.99,0.1,1067.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
891,5/15/17,Aimee Merritt,Flushing,NY,11354,32,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Trek,1,469.99,0.05,469.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
891,5/15/17,Aimee Merritt,Flushing,NY,11354,35,Sun Bicycles Spider 3i - 2017,Mountain Bikes,Sun Bicycles,2,832.99,0.1,1665.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
891,5/15/17,Aimee Merritt,Flushing,NY,11354,50,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,1,5999.99,0.1,5999.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
891,5/15/17,Aimee Merritt,Flushing,NY,11354,107,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Sun Bicycles,2,416.99,0.1,833.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
892,5/15/17,Laure Pena,Wappingers Falls,NY,12590,9,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.2,5999.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
892,5/15/17,Laure Pena,Wappingers Falls,NY,12590,36,Surly Troll Frameset - 2017,Mountain Bikes,Surly,1,832.99,0.1,832.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
892,5/15/17,Laure Pena,Wappingers Falls,NY,12590,50,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,2,5999.99,0.07,11999.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
892,5/15/17,Laure Pena,Wappingers Falls,NY,12590,88,Trek Precaliber 12 Girls - 2017,Children Bicycles,Trek,1,189.99,0.05,189.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
893,5/16/17,Sally Kinney,Floral Park,NY,11001,45,Haro SR 1.2 - 2017,Mountain Bikes,Haro,1,869.99,0.07,869.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
893,5/16/17,Sally Kinney,Floral Park,NY,11001,67,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,2,250.99,0.05,501.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
894,5/16/17,Obdulia Barber,Newburgh,NY,12550,101,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,339.99,0.2,679.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
895,5/18/17,Inga Koch,New Windsor,NY,12553,106,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.07,449.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
896,5/19/17,Elanor Patrick,Victoria,TX,77904,10,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.05,1548.95,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
896,5/19/17,Elanor Patrick,Victoria,TX,77904,91,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,2,349.99,0.05,699.93,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
897,5/20/17,Bridgette Guerra,San Lorenzo,CA,94580,96,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Electra,1,349.99,0.05,349.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
897,5/20/17,Bridgette Guerra,San Lorenzo,CA,94580,105,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Sun Bicycles,1,533.99,0.05,533.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
898,5/20/17,Josef Greer,Jamaica,NY,11432,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.07,599.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
898,5/20/17,Josef Greer,Jamaica,NY,11432,45,Haro SR 1.2 - 2017,Mountain Bikes,Haro,2,869.99,0.2,1739.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
898,5/20/17,Josef Greer,Jamaica,NY,11432,57,Trek Emonda S 5 - 2017,Road Bikes,Trek,2,1999.99,0.2,3999.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
898,5/20/17,Josef Greer,Jamaica,NY,11432,69,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.07,833.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
899,5/20/17,Renita Henry,New Rochelle,NY,10801,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,469.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
899,5/20/17,Renita Henry,New Rochelle,NY,10801,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.1,428.9,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
899,5/20/17,Renita Henry,New Rochelle,NY,10801,59,Trek Domane S 5 Disc - 2017,Road Bikes,Trek,2,2599.99,0.1,5199.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
900,5/20/17,Samual Warner,Brentwood,NY,11717,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.05,1199.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
900,5/20/17,Samual Warner,Brentwood,NY,11717,28,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,2,2499.99,0.07,4999.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
900,5/20/17,Samual Warner,Brentwood,NY,11717,61,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Trek,2,4999.99,0.05,9999.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
900,5/20/17,Samual Warner,Brentwood,NY,11717,89,Trek Precaliber 16 Boys - 2017,Children Bicycles,Trek,1,209.99,0.2,209.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
900,5/20/17,Samual Warner,Brentwood,NY,11717,108,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.07,449.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
901,5/21/17,Mi Gray,Albany,NY,12203,43,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Trek,1,5299.99,0.07,5299.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
901,5/21/17,Mi Gray,Albany,NY,12203,50,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,1,5999.99,0.2,5999.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
902,5/21/17,Loan Graham,Jackson Heights,NY,11372,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.2,549.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
902,5/21/17,Loan Graham,Jackson Heights,NY,11372,38,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Haro,2,549.99,0.07,1099.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
902,5/21/17,Loan Graham,Jackson Heights,NY,11372,76,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Electra,2,299.99,0.05,599.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
902,5/21/17,Loan Graham,Jackson Heights,NY,11372,92,Haro Shredder 20 - 2017,Children Bicycles,Haro,1,209.99,0.07,209.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
903,5/22/17,Deane Sears,Pittsford,NY,14534,31,Surly Wednesday - 2017,Mountain Bikes,Surly,2,1632.99,0.07,3265.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
903,5/22/17,Deane Sears,Pittsford,NY,14534,48,Trek Emonda S 4 - 2017,Road Bikes,Trek,2,1499.99,0.05,2999.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
904,5/23/17,Lorraine Marks,San Carlos,CA,94070,13,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.2,269.79,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
904,5/23/17,Lorraine Marks,San Carlos,CA,94070,36,Surly Troll Frameset - 2017,Mountain Bikes,Surly,2,832.99,0.1,1665.88,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
904,5/23/17,Lorraine Marks,San Carlos,CA,94070,51,Trek Silque SLR 8 Women's - 2017,Road Bikes,Trek,2,6499.99,0.07,12999.91,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
904,5/23/17,Lorraine Marks,San Carlos,CA,94070,92,Haro Shredder 20 - 2017,Children Bicycles,Haro,2,209.99,0.2,419.78,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
905,5/23/17,Eliana Reese,Woodhaven,NY,11421,20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,599.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
905,5/23/17,Eliana Reese,Woodhaven,NY,11421,42,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,2,2299.99,0.2,4599.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
905,5/23/17,Eliana Reese,Woodhaven,NY,11421,62,Trek Boone 7 - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.05,6999.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
905,5/23/17,Eliana Reese,Woodhaven,NY,11421,67,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,1,250.99,0.1,250.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
906,5/23/17,Janine Manning,Howard Beach,NY,11414,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,539.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
906,5/23/17,Janine Manning,Howard Beach,NY,11414,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.2,599.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
906,5/23/17,Janine Manning,Howard Beach,NY,11414,28,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,2,2499.99,0.07,4999.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
906,5/23/17,Janine Manning,Howard Beach,NY,11414,46,Haro SR 1.3 - 2017,Mountain Bikes,Haro,1,1409.99,0.05,1409.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
906,5/23/17,Janine Manning,Howard Beach,NY,11414,102,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,2,489.99,0.1,979.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
907,5/24/17,Luz House,Fresno,CA,93706,65,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,1,346.99,0.07,346.92,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
907,5/24/17,Luz House,Fresno,CA,93706,84,Sun Bicycles Lil Kitt'n - 2017,Children Bicycles,Sun Bicycles,2,109.99,0.07,219.91,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
908,5/25/17,Kerrie Morton,Pittsford,NY,14534,41,Haro Shift R3 - 2017,Mountain Bikes,Haro,1,1469.99,0.2,1469.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
908,5/25/17,Kerrie Morton,Pittsford,NY,14534,94,Haro Shredder Pro 20 - 2017,Children Bicycles,Haro,1,249.99,0.1,249.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
908,5/25/17,Kerrie Morton,Pittsford,NY,14534,102,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,2,489.99,0.1,979.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
909,5/26/17,Sharla Flynn,Oxnard,CA,93035,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,1320.79,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
910,5/26/17,Cassondra Pruitt,Merrick,NY,11566,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.1,299.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
911,5/26/17,Graig Cannon,Syosset,NY,11791,49,Trek Domane SL 6 - 2017,Road Bikes,Trek,1,3499.99,0.2,3499.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
911,5/26/17,Graig Cannon,Syosset,NY,11791,66,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Sun Bicycles,2,250.99,0.05,501.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
911,5/26/17,Graig Cannon,Syosset,NY,11791,91,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,2,349.99,0.05,699.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
911,5/26/17,Graig Cannon,Syosset,NY,11791,106,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.05,449.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
912,5/27/17,Rudolf Gilliam,Palos Verdes Peninsula,CA,90274,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.2,1499.78,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
912,5/27/17,Rudolf Gilliam,Palos Verdes Peninsula,CA,90274,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,539.78,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
912,5/27/17,Rudolf Gilliam,Palos Verdes Peninsula,CA,90274,71,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.05,833.93,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
912,5/27/17,Rudolf Gilliam,Palos Verdes Peninsula,CA,90274,101,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,339.99,0.05,339.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
913,5/27/17,Zella Fernandez,Rockville Centre,NY,11570,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.05,1099.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
913,5/27/17,Zella Fernandez,Rockville Centre,NY,11570,90,Trek Precaliber 16 Girls - 2017,Children Bicycles,Trek,2,209.99,0.1,419.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
914,5/28/17,Doris Kaufman,Duarte,CA,91010,20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,1199.78,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
914,5/28/17,Doris Kaufman,Duarte,CA,91010,38,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Haro,1,549.99,0.07,549.92,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
914,5/28/17,Doris Kaufman,Duarte,CA,91010,46,Haro SR 1.3 - 2017,Mountain Bikes,Haro,1,1409.99,0.1,1409.89,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
914,5/28/17,Doris Kaufman,Duarte,CA,91010,106,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.05,449.94,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
915,5/28/17,Judith Finley,Whitestone,NY,11357,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.07,749.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
915,5/28/17,Judith Finley,Whitestone,NY,11357,42,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,1,2299.99,0.2,2299.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
915,5/28/17,Judith Finley,Whitestone,NY,11357,48,Trek Emonda S 4 - 2017,Road Bikes,Trek,1,1499.99,0.07,1499.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
915,5/28/17,Judith Finley,Whitestone,NY,11357,64,Electra Townie Original 7D - 2017,Cruisers Bicycles,Electra,1,489.99,0.05,489.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
916,5/28/17,Luciana Mcgee,Selden,NY,11784,92,Haro Shredder 20 - 2017,Children Bicycles,Haro,1,209.99,0.2,209.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
917,5/29/17,Chloe Patel,Santa Monica,CA,90403,41,Haro Shift R3 - 2017,Mountain Bikes,Haro,1,1469.99,0.07,1469.92,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
918,5/30/17,Rutha Howell,Canyon Country,CA,91387,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.07,5799.91,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
918,5/30/17,Rutha Howell,Canyon Country,CA,91387,31,Surly Wednesday - 2017,Mountain Bikes,Surly,1,1632.99,0.1,1632.89,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
918,5/30/17,Rutha Howell,Canyon Country,CA,91387,91,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,1,349.99,0.2,349.79,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
919,5/30/17,Tajuana Riddle,Bayside,NY,11361,7,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.07,3999.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
919,5/30/17,Tajuana Riddle,Bayside,NY,11361,44,Haro SR 1.1 - 2017,Mountain Bikes,Haro,1,539.99,0.1,539.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
920,5/30/17,Novella Patel,Glen Cove,NY,11542,39,Trek Stache 5 - 2017,Mountain Bikes,Trek,2,1499.99,0.07,2999.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
920,5/30/17,Novella Patel,Glen Cove,NY,11542,76,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Electra,1,299.99,0.05,299.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
920,5/30/17,Novella Patel,Glen Cove,NY,11542,78,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,1,647.99,0.05,647.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
920,5/30/17,Novella Patel,Glen Cove,NY,11542,80,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,2,761.99,0.07,1523.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
921,5/31/17,Ehtel Cobb,Lockport,NY,14094,48,Trek Emonda S 4 - 2017,Road Bikes,Trek,1,1499.99,0.1,1499.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
921,5/31/17,Ehtel Cobb,Lockport,NY,14094,75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Electra,2,599.99,0.07,1199.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
921,5/31/17,Ehtel Cobb,Lockport,NY,14094,77,Electra Glam Punk 3i Ladies' - 2017,Cruisers Bicycles,Electra,1,799.99,0.2,799.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
922,5/31/17,Romana Barnes,Floral Park,NY,11001,68,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Sun Bicycles,1,449.99,0.2,449.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
922,5/31/17,Romana Barnes,Floral Park,NY,11001,73,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,1,749.99,0.2,749.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
922,5/31/17,Romana Barnes,Floral Park,NY,11001,86,Trek Girl's Kickster - 2017,Children Bicycles,Trek,1,149.99,0.1,149.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
